Hmong,hmn,Xaiv lus:,Xaiv,Wikipedia tshooj lus sib piv,Muab piv,Xaiv cov cuab yeej sib piv:,Xaiv Feem Ntau:,Txhais lus,Meej,Lo Lus suav:,Feem pua feem pua:,Yuam Kev: Tsis muaj cov ntawv sau rau hauv lub thawv ntawv!,"Txhawm rau txhais, cov ntawv nyeem xav tau nyob rau hauv lub thawv thiaj li tias cov ntawv sau hauv lub thawv ntim khoom tuaj yeem muab txhais ua ke.",Yuam kev: ntau lub cim,Qhov ntev ntawm cov ntawv koj tab tom sim los txhais lus tshaj tus cwj pwm txwv ntawm 4500.,Lub hauv paus,Lub hom phiaj
Hungarian,hu,Válasszon nyelvet:,Válasszon,Wikipedia cikk összehasonlító eszköz,Összehasonlít,Válassza ki az összehasonlító eszközt:,Válassza ki a hasonlósági százalékot:,fordít,Egyértelmű,Szavak száma:,Hasonlósági százalék:,Hiba: Nincs szöveg a forrás mezőben!,"A fordításhoz a forrásmezőben szövegesnek kell lennie, hogy a cél mezőben lévő szöveg lefordítható legyen.",Hiba: Túl sok karakter,A lefordítani kívánt szöveg hossza meghaladja a 4500 karakterhatárot.,Forrás,Cél
Icelandic,is,Veldu tungumál:,Veldu,Wikipedia grein samanburðartæki,Berðu saman,Veldu samanburðartæki:,Veldu líkingarprósentu:,Þýða,Tær,Orða talning:,Líkt hlutfall:,Villa: Enginn texti í upprunakassa!,Til að þýða er þörf á texta í upprunakassanum svo hægt sé að þýða textann í markboxinu til að passa.,Villa: Of margir stafir,Lengd texta sem þú ert að reyna að þýða er yfir stafatakmörkin 4500.,Uppspretta,Skotmark
Igbo,ig,Họrọ Asụsụ:,Ighoputa,Wikipedia edemede Ngwá Ọrụ,Itulerita,Họrọ ntụnyere:,Họrọ Paysttụ myiri:,Itughari,Agwa idiocha,Guag:,Myirita-iche:,Njehie: Enweghị ederede ederede na igbe akwụkwọ ndụ!,"Iji tụgharịa, ederede dị na igbe mmalite nke mere na enwere ike sụgharịa ederede nke lekwasịrị anya na egwuregwu.",Njehie: ọtụtụ mkpụrụ edemede,Ogologo ederede ị na-anwa ịsụgharị karịa agwa 4500.,Nsiputa,Taget
Ilocano,ilo,Pilien ti pagsasao:,Agpili,Remienta ti panagidilig ti artikulo ti Wikipedia .,Iyasping,Pilien ti Remienta ti Panagkompara:,Pilien ti porsiento ti panagpapada:,Itarus,Nalawag,Panagbilang iti Sao:,Porsiento ti Panagpada:,Biddut: Awan ti teksto iti source box!,"Tapno maipatarus, kasapulan ti teksto iti kahon ti taudan tapno ti teksto iti kahon ti puntiria ket maipatarus a maitunos.",Biddut: Adu unay dagiti karakter .,Ti kaatiddog ti teksto nga ikagkagumaam nga ipatarus ket lumablabas iti limitasion ti karakter a 4500.,Pammataudan,Gandat
Indonesian,id,Pilih bahasa:,Pilih,Alat Perbandingan Artikel Wikipedia,Membandingkan,Pilih Alat Perbandingan:,Pilih persentase kesamaan:,Menerjemahkan,Jernih,Jumlah kata:,Persentase Kesamaan:,Kesalahan: Tidak ada teks di kotak sumber!,"Untuk menerjemahkan, teks diperlukan di kotak sumber sehingga teks di kotak target dapat diterjemahkan agar cocok.",Kesalahan: Terlalu banyak karakter,Panjang teks yang Anda coba terjemahkan melebihi batas karakter 4500.,Sumber,Target
Irish,ga,Roghnaigh Teanga:,Ar leith,Uirlis Comparáide Airteagal Vicipéid,Comparáid a dhéanamh i,Roghnaigh Uirlis Comparáide:,Roghnaigh Céatadán Cosúlachta:,Aistrigh,Glan amach,Líon focal:,Céatadán cosúlachta:,Earráid: Gan téacs sa bhosca foinse!,"D'fhonn aistriú, tá gá le téacs sa bhosca foinse ionas gur féidir an téacs sa bhosca sprice a aistriú go comhoiriúnach.",Earráid: An iomarca carachtair,Sáraíonn fad an téacs atá tú ag iarraidh a aistriú an teorainn charachtair de 4500.,Aimsigh,Cuir le
Italian,it,Seleziona la lingua:,Selezionare,Strumento di confronto degli articoli di Wikipedia,Confrontare,Seleziona lo strumento di confronto:,Seleziona percentuale di somiglianza:,Tradurre,Chiara(feminine),Conteggio delle parole:,Percentuale di somiglianza:,Errore: nessun testo nella casella di origine!,"Per tradurre, è necessario un testo nella casella di origine in modo che il testo nella casella di destinazione possa essere tradotto in modo da abbinare.",Errore: troppi caratteri,La lunghezza del testo che stai cercando di tradurre supera il limite di carattere di 4500.,Fonte,Bersaglio
Japanese,ja,言語を選択する：,選択する,ウィキペディアの記事比較ツール,比較,比較ツールを選択します：,類似性の割合を選択します：,翻訳,クリア,単語数：,類似性率：,エラー：ソースボックスにテキストはありません！,翻訳するには、ターゲットボックスのテキストを一致するように翻訳できるように、ソースボックスにテキストが必要です。,エラー：文字が多すぎます,翻訳しようとしているテキストの長さは、4500の文字制限を超えています。,ソース,目標
Javanese,jw,Pilih basa:,Pilih,Alat Wikipedia Competaning Tool,Mbandhingake,Pilih Alat Compargaison:,Pilih Persentase Kesetaraan:,Translate,Cetha,Tembung count:,Persentasi kesetaraan:,Kesalahan: Ora ana teks ing kothak sumber!,"Kanggo nerjemahake, teks dibutuhake ing kothak sumber supaya teks ing kothak target bisa diterjemahake.",Kesalahan: Akeh karakter,Dawane teks sing sampeyan coba kanggo nerjemahake ngluwihi watesan karakter 4500.,Sumber,Target
Kannada,kn,ಭಾಷೆಯನ್ನು ಆಯ್ಕೆಮಾಡಿ:,ಆಯ್ಕೆ ಮಾಡಿ,ವಿಕಿಪೀಡಿಯ ಲೇಖನ ಹೋಲಿಕೆ ಸಾಧನ,ಹೋಲಿಸು,ಹೋಲಿಕೆ ಸಾಧನವನ್ನು ಆಯ್ಕೆಮಾಡಿ:,ಹೋಲಿಕೆ ಶೇಕಡಾವಾರು ಆಯ್ಕೆಮಾಡಿ:,ಅನುವಾದಿಸು,ಸ್ಪಷ್ಟ,ಪದ ಎಣಿಕೆ:,ಹೋಲಿಕೆ ಶೇಕಡಾವಾರು:,ದೋಷ: ಮೂಲ ಪೆಟ್ಟಿಗೆಯಲ್ಲಿ ಯಾವುದೇ ಪಠ್ಯವಿಲ್ಲ!,"ಭಾಷಾಂತರಿಸಲು, ಮೂಲ ಪೆಟ್ಟಿಗೆಯಲ್ಲಿ ಪಠ್ಯದ ಅಗತ್ಯವಿದೆ ಇದರಿಂದ ಗುರಿ ಪೆಟ್ಟಿಗೆಯಲ್ಲಿರುವ ಪಠ್ಯವನ್ನು ಹೊಂದಿಸಲು ಅನುವಾದಿಸಬಹುದು.",ದೋಷ: ಹಲವಾರು ಅಕ್ಷರಗಳು,ನೀವು ಭಾಷಾಂತರಿಸಲು ಪ್ರಯತ್ನಿಸುತ್ತಿರುವ ಪಠ್ಯದ ಉದ್ದವು 4500 ರ ಅಕ್ಷರ ಮಿತಿಯನ್ನು ಮೀರಿದೆ.,ಮೂಲ,ಗುರಿ
Kazakh,kk,Тілді таңдаңыз:,Іріктеу,Википедия мақаласын салыстыру құралы,Салыстыру,Салыстыру құралын таңдаңыз:,Ұқсастық пайызын таңдаңыз:,Аудару,Айқын,Сөз саны:,Ұқсастық пайызы:,ҚАТЕ: Бастапқы жолақтағы мәтін жоқ!,"Аудару үшін мәтін ұяшығындағы мәтінді сәйкестендіруге болатындай етіп, мәтін жолағында қажет.",Қате: тым көп таңбалар,Сіз аударуға тырысатын мәтіннің ұзындығы 4500 таңбадан асады.,Қайнар көз,Нысана
Khmer,km,ជ្រើសរើសភាសា:,រេចីសរើស,ឧបករណ៍ប្រៀបធៀបអត្ថបទវិគីភីឌា,រេប្យបធ្យេប,ជ្រើសរើសឧបករណ៍ប្រៀបធៀប:,ជ្រើសរើសភាគរយស្រដៀងគ្នា:,បករេប,ផ្លឺ,រាប់ពាក្យ:,ភាគរយស្រដៀងគ្នា:,កំហុស: គ្មានអត្ថបទនៅក្នុងប្រអប់ប្រភព!,ដើម្បីបកប្រែអត្ថបទត្រូវការជាចាំបាច់នៅក្នុងប្រអប់ប្រភពដូច្នេះអត្ថបទក្នុងប្រអប់គោលដៅអាចត្រូវបានបកប្រែដើម្បីផ្គូផ្គង។,កំហុស: តួអក្សរច្រើនពេក,រយៈពេលនៃអត្ថបទដែលអ្នកកំពុងព្យាយាមបកប្រែលើសកំណត់តួអក្សរចំនួន 4500 ។,របផប,គោលដៅ
Kinyarwanda,rw,Hitamo Ururimi:,Hitamo,Wikipedia Ingingo yo Kugereranya igikoresho,Gereranya,Hitamo igikoresho cyo kugereranya:,Hitamo ijanisha:,Sobanura,Birasobanutse,Ijambo Kubara:,Ijanisha risa na:,Ikosa: Nta nyandiko mu gasanduku k'inkomoko!,"Kugirango uhindure, inyandiko irakenewe mu gasanduku k'inkomoko kugirango inyandiko iri mu gasanduku igenewe guhindurwa guhuza.",Ikosa: Inyuguti nyinshi,Uburebure bw'inyandiko ugerageza guhindura birenga inyuguti ntarengwa ya 4500.,Isoko,Intego
Konkani,gom,भास निवडात: 1.1.,वेंचचें,विकिपीडिया लेख तुळा साधन,तुळा,तुळा साधन निवडात: 1.1.,समानताय टक्केवारी निवडात: 1.1.,अणकार करचो,नितळ,शब्द गणना: 1 .,सारकेपण टक्केवारी: १.,त्रुटी: स्रोत बॉक्सांत मजकूर ना!,"अणकार करपाखातीर, लक्ष्य पेटींतलो मजकूर जुळोवंक मेळचो म्हणून मजकूराची गरज आसा, जाका लागून मजकूराची गरज आसता.",त्रुटी: चड अक्षरां .,तुमी अणकार करपाचो यत्न करतात त्या मजकूराची लांबाय 4500 च्या वर्ण मर्यादे परस चड आसता.,स्त्रोत,लक्ष्य
Korean,ko,언어 선택 :,선택하다,Wikipedia 기사 비교 도구,비교하다,비교 도구 선택 :,유사성 백분율 선택 :,번역하다,분명한,단어 수:,유사성 백분율 :,오류 : 소스 박스에 텍스트가 없습니다!,번역하려면 대상 상자의 텍스트를 일치하도록 번역 할 수 있도록 소스 상자에 텍스트가 필요합니다.,오류 : 너무 많은 문자,번역하려는 텍스트 길이는 4500의 문자 한계를 초과합니다.,원천,표적
Krio,kri,Pik Langwej:,Pik,Wikipedia Atikul Kɔmpiashɔn Tul .,Kɔmpia,Pik Kɔmpiashɔn Tul:,Selekt Similarity Pasɛnt:,Translet,Klia,Wod kɔnt:,Di pasɛnt we fiba:,Erɔd: Nɔ tɛks nɔ de na sɔs bɔks!,"Fɔ mek dɛn ebul fɔ translet, dɛn nid fɔ rayt di tɛks na di sɔs bɔks so dat dɛn go ebul fɔ translet di tɛks we de na di bɔks we dɛn want fɔ translet fɔ mek i mach.",Erɔd: Tumɔs karakta dɛn .,Di lɔng we aw yu de tray fɔ translet pas di karakta limit we na 4500.,Usay i kɔmɔt,Tagɛt
Kurdish (Kurmanji),ku,Ziman hilbijêrin:,Neqandin,Wateya Gotarê Wikipedia Wikipedia,Mûqayesekirin,Vebijêrk berhevkariyê hilbijêrin:,Ji sedî wekheviyê hilbijêrin:,Wergerandin,Zelal,Word Count:,Sermiyeya Sînorê:,Rorewtî: Di qutiya çavkaniyê de nivîs tune!,"Ji bo wergerandinê, nivîs di qutiya çavkaniyê de hewce ye ku nivîsa di quncikê armancê de dikare were wergerandin.",Erewtî: Pir tîpan,Dirêjiya nivîsa ku hûn hewl didin wergerînin ji sînorê karakterê 4500 derbas dibe.,Kanî,Armanc
Kurdish (Sorani),ckb,زمان هەڵبژێرە:,دەسنیاشنکردن,ئامرازی بەراوردکردنی بابەتەکانی ویکیپیدیا,بەراورد,ئامرازی بەراوردکردن هەڵبژێرە:,ڕێژەی لێکچوونی هەڵبژێرە:,وەرگێڕان,ڕوون,ژمارەی وشەکان:,ڕێژەی لێکچوون:,هەڵە: هیچ دەقێک لە بۆکسی سەرچاوەدا نییە!,بۆ ئەوەی وەربگێڕدرێت، دەق لە بۆکسی سەرچاوەدا پێویستە بۆ ئەوەی دەقەکە لە بۆکسی ئامانجدا وەربگێڕدرێت بۆ ئەوەی هاوتا بێت.,هەڵە: زۆر پیت,ئەو درێژییەی دەق کە هەوڵی وەرگێڕانی دەدەیت، سنووری کاراکتەری ٤٥٠٠ تێدەپەڕێنێت.,سەرچاوە,ئامانج
Kyrgyz,ky,Тил тандаңыз:,Тандоо,Wikipedia макаласын салыштыруу куралы,Салыштыруу,Салыштыруу куралы:,Окшоштуктун пайызын тандаңыз:,Которуу,Тазалоо,Сөздөрдүн саны:,Окшоштук пайызы:,Ката: Булак кутучасында текст жок!,"Максаттуу кутучанын текстиндеги текстке которулушу үчүн, текст кутучасына которуу үчүн текст керек.",Ката: Каармандардын өтө көп,Сиз которууга аракет кылган тексттин узундугу 4500 белгиден ашып кетти.,Булак,Максат
Lao,lo,ເລືອກພາສາ:,ເລືອກ,ວິກິພີເດຍປຽບທຽບ Compiaple,ປຽບທຽບ,ເລືອກເຄື່ອງມືປຽບທຽບ:,ເລືອກອັດຕາສ່ວນຄວາມຄ້າຍຄືກັນ:,ແປ,ແຈ່ມແຈ້ງ,ຄໍານັບ:,ອັດຕາສ່ວນຮ້ອຍທີ່ຄ້າຍຄືກັນ:,ຂໍ້ຜິດພາດ: ບໍ່ມີຂໍ້ຄວາມໃນກ່ອງແຫຼ່ງຂໍ້ມູນ!,"ໃນການແປ, ຂໍ້ຄວາມແມ່ນມີຄວາມຈໍາເປັນໃນກ່ອງແຫຼ່ງເພື່ອໃຫ້ຂໍ້ຄວາມໃນກ່ອງເປົ້າຫມາຍສາມາດແປເປັນການແຂ່ງຂັນ.",ຄວາມຜິດພາດ: ຕົວອັກສອນຫຼາຍເກີນໄປ,ຄວາມຍາວຂອງຂໍ້ຄວາມທີ່ທ່ານກໍາລັງພະຍາຍາມແປເກີນຂີດຈໍາກັດຂອງຕົວອັກສອນ 4500.,ທີ່ມາ,ເປົ້າຫມາຍ
Latin,la,Lego Language:,Selego,Wikipedia article collatio tool,Comparo,Select collatio tool:,Select similitudo percentage:,Transfero,Liquido,Verbum comitem:,Similitudo CENTESIMA:,Error: Non illud in Source Box!,"Ut interpretari, illud est opus in fonte buxum ut illud in target arca archa potest translati ad par.",Error: Nimis multi characters,Longitudo textus vos es trying ut translate excedit ad mores modus de (IV) D.,Fons,Target
Latvian,lv,Izvēlēties valodu:,Atlasīt,Wikipedia rakstu salīdzināšanas rīks,Salīdzināt,Atlasīt salīdzināšanas rīku:,Izvēlieties līdzības procentuālo daudzumu:,Tulkot,Noskaidrot,Vārdu skaits:,Līdzības procents:,Kļūda: Avota lodziņā nav teksta!,"Lai tulkotu, avota lodziņā ir nepieciešams teksts, lai mērķa lodziņa tekstu varētu tulkot atbilstoši.",Kļūda: pārāk daudz rakstzīmju,Jūsu mēģinātā teksta garums pārsniedz rakstzīmju ierobežojumu 4500.,Avots,Tēlot
Lingala,ln,Pona monoko:,Kopona,Wikipedia Esaleli ya kokokanisa biloko .,Kokokanisa,Pona esaleli ya bokokanisi:,Pona Pourcentage ya Bokokani:,Kobongola,Polele,Kotánga ya maloba:,Bokokani ya motuya ya bato:,Erreur: Texte te na boîte de source!,"Mpo na kobongola, esengeli kosala makomi na esika oyo bakomi source mpo ete makomi oyo ezali na kati ya esika oyo ozali koluka ekoki kobongolama mpo na kokokana na yango.",Erreur: Ba caractères ebele mingi .,Bolai ya makomi oyo ozali koluka kobongola eleki ndelo ya elembo ya 4500.,Esika,Eloko bazokana
Lithuanian,lt,Pasirinkite kalbą:,Pasirinkite,Vikipedijos straipsnių palyginimo įrankis,Palyginkite,Pasirinkite palyginimo įrankį:,Pasirinkite panašumo procentą:,Išversti,Aišku,Žodžių skaičius:,Panašumo procentas:,Klaida: Šaltinio laukelyje nėra teksto!,"Norint versti, šaltinio laukelyje reikia teksto, kad tiksliniame laukelyje tekstas būtų išverstas taip, kad atitiktų.",Klaida: per daug simbolių,"Teksto ilgis, kurį bandote išversti, viršija 4500 simbolių limitą.",Šaltinis,Taikinys
Luganda,lg,Londa olulimi:,Okulonda,Wikipedia ekiwandiiko ekigerageranya ekiwandiiko .,Okugattika,Londa ekintu ekigerageranya:,Londa okufaanagana ku buli kikumi:,Okuvvunula,Okumalawo,Okubala ebigambo:,Okufaanagana ku buli kikumi:,Ensobi: Tewali kiwandiiko mu kasanduuko k'ensibuko!,"Okusobola okuvvuunula, ebiwandiiko byetaagibwa mu kasanduuko k’ensibuko ekiwandiiko ekiri mu kasanduuko akagendererwamu kisobole okuvvuunulwa okukwatagana.",Ensobi: Ennukuta nnyingi nnyo .,Obuwanvu bw’ekiwandiiko ky’ogezaako okuvvuunula busukka ekkomo ly’empisa erya 4500.,Ensibuko,Ssabaawa
Luxembourgish,lb,Wielt Bitt:,Et wielt,WikipediaS Artikel erfëllt,Verglach,Wielt Verglach Tool:,Wielt Ähnlechkeet Prozentsaz:,Iwwersetzen,Liichten,Wuertmeeschter:,Ähnlechkeet Prozentsaz:,Feeler: keen Text an der Quellbox!,"Fir ze iwwersetzen, Text ass an der Quellbox gebraucht sou datt den Text an der Zilkëscht kann iwwersat ginn.",Feeler: ze vill Zeechen,D'Längt vum Text deen Dir probéiert iwwerzezéien iwwerschreift d'Charakter Limit vu 4500.,Quellatioun,Zilrät
Maithili,mai,भाषा चुनू:,चुननाइ,विकिपीडिया लेख तुलना उपकरण,तुलना,तुलना उपकरण चुनें:,समानता प्रतिशत चुनें:,भाषांतर केनाइ,साफ,शब्द गिनती : १.,समानता प्रतिशत : १.,त्रुटि: स्रोत बॉक्स मे कोनो पाठ नहि!,अनुवाद करै लेली स्रोत बॉक्स म॑ पाठ के जरूरत छै ताकि लक्ष्य बॉक्स म॑ पाठ क॑ मिलान करलऽ जाय सक॑ ।,त्रुटि: बहुत बेसी वर्ण,"पाठ केरऽ लंबाई जेकरऽ अनुवाद करलऽ जाय छै, वू 4500 केरऽ चरित्र सीमा स॑ अधिक छै ।",सूत्र,निशाना
Malagasy,mg,Safidio ny fiteny:,Safidio,Fitaovana fampitaha Wikipedia,Mampitaha,Safidio ny fitaovana fampitahana:,Safidio ny fitoviana fitoviana:,translate,Mazava,Teny isa:,Isan'ny fitoviana:,Hadisoana: tsy misy lahatsoratra ao anaty boaty loharanom-baovao!,"Mba handikana, ilaina ny lahatsoratra ao amin'ny boaty loharano mba hahafahan'ny lahatsoratra ao amin'ny boaty kendrena dia azo adika amin'ny lalao.",Hadisoana: olona maro be,Ny halavan'ny lahatsoratra izay tadiavinao handika dia mihoatra ny fetran'ny toetran'ny 4500.,Source,Kendrena
Malay,ms,Pilih Bahasa:,Pilih,Alat Perbandingan Artikel Wikipedia,Bandingkan,Pilih Alat Perbandingan:,Pilih Peratusan Persamaan:,Terjemahkan,Jelas,Kiraan perkataan:,Peratusan Persamaan:,Ralat: Tiada teks dalam kotak sumber!,"Untuk diterjemahkan, teks diperlukan dalam kotak sumber supaya teks dalam kotak sasaran dapat diterjemahkan untuk dipadankan.",Ralat: Terlalu banyak watak,Panjang teks yang anda cuba diterjemahkan melebihi had watak 4500.,Sumber,Sasaran
Malayalam,ml,ഭാഷ തിരഞ്ഞെടുക്കുക:,തെരഞ്ഞെടുക്കുക,വിക്കിപീഡിയ ലേഖനം താരതമ്യം,ഒത്തുനോക്കുക,താരതമ്യ ഉപകരണം തിരഞ്ഞെടുക്കുക:,സമാനത ശതമാനം തിരഞ്ഞെടുക്കുക:,വിവര്ത്തനം ചെയ്യുക,വക്തമായ,വാക്കുകളുടെ എണ്ണം:,സമാനത ശതമാനം:,പിശക്: ഉറവിട ബോക്സിൽ വാചകം ഇല്ല!,"വിവർത്തനം ചെയ്യുന്നതിന്, സോഴ്സ് ബോക്സിൽ വാചകം ആവശ്യമാണ്, അതുവഴി ടാർഗെറ്റ് ബോക്സിലെ വാചകം പൊരുത്തപ്പെടുന്നതിന് വിവർത്തനം ചെയ്യാൻ കഴിയും.",പിശക്: വളരെയധികം പ്രതീകങ്ങൾ,നിങ്ങൾ വിവർത്തനം ചെയ്യാൻ നിങ്ങൾ ശ്രമിക്കുന്ന വാചകത്തിന്റെ ദൈർഘ്യം 4500 ന്റെ പ്രതീക പരിധി കവിയുന്നു.,ഉല്ഭവസ്ഥാനം,ലക്ഷം
Maltese,mt,Agħżel Lingwa:,Agħżel,Għodda ta 'Tqabbil ta' l-Artikolu tal-Wikipedia,Qabbel,Agħżel Għodda ta 'Tqabbil:,Agħżel Perċentwal ta 'Xebh:,Tittraduċi,Ċar,Għadd tal-kliem:,Perċentwal ta 'xebh:,Żball: L-ebda test fil-kaxxa tas-sors!,"Sabiex tittraduċi, it-test huwa meħtieġ fil-kaxxa tas-sors sabiex it-test fil-kaxxa fil-mira jkun jista 'jiġi tradott biex jaqbel.",Żball: Wisq karattri,It-tul tat-test li qed tipprova tittraduċi jaqbeż il-limitu tal-karattru ta '4500.,Sors,Mira
Maori,mi,Tīpakohia te reo:,Whiriwhiri,Wikipedia Tuhinga Tuhinga o mua,Whakarite,Tīpakohia Tonoa taputapu:,Tīpakohia te ōrau ōritetanga:,Whakamāori,Purata,Kupu nama:,Te ōrau ōrite:,Hapa: Kaore he tuhinga i roto i te pouaka puna!,"Hei whakamaori, e hiahiatia ana te tuhinga ki te pouaka puna kia taea ai te whakamaoritanga o te tuhinga ki te pouaka whaainga.",Hapa: He maha rawa nga kiripuaki,Ko te roa o te tuhinga kei te ngana koe ki te whakamaori i te rohe o te 4500.,Mātāpuna,Pironga
Marathi,mr,भाषा निवडा:,निवडा,विकिपीडिया लेख तुलना साधन,तुलना करा,तुलना साधन निवडा:,समानता टक्केवारी निवडा:,भाषांतर,स्पष्ट,शब्द संख्या:,समानता टक्केवारी:,त्रुटी: स्त्रोत बॉक्समध्ये मजकूर नाही!,"भाषांतर करण्यासाठी, स्त्रोत बॉक्समध्ये मजकूर आवश्यक आहे जेणेकरून लक्ष्य बॉक्समधील मजकूर जुळण्यासाठी भाषांतरित केले जाऊ शकते.",त्रुटी: बर्‍याच वर्ण,आपण अनुवादित करण्याचा प्रयत्न करीत असलेल्या मजकूराची लांबी 4500 च्या वर्ण मर्यादेपेक्षा जास्त आहे.,स्त्रोत,लक्ष्य
Meiteilon (Manipuri),mni-Mtei,ꯂꯣꯜ ꯈꯅꯕꯥ:,ꯈꯟꯕ,ꯋꯤꯀꯤꯄꯤꯗꯤꯌꯥ ꯑꯥꯔꯇꯤꯀꯦꯜ ꯀꯝꯄꯥꯔꯁꯟ ꯇꯨꯜ,ꯆꯥꯡꯗꯝꯅꯕ,ꯆꯥꯡꯗꯝꯅꯕꯥ ꯇꯨꯜ ꯑꯃꯥ ꯈꯜꯂꯨ:,ꯃꯥꯟꯅꯕꯥ ꯆꯥꯡꯆꯠ ꯈꯅꯕꯤꯌꯨ:,ꯋꯥꯍꯟꯊꯣꯛ ꯍꯟꯕ,ꯑꯁꯦꯡꯕ,ꯋꯥꯍꯩ ꯀꯥꯎꯟꯇ ꯇꯧꯕꯥ:,ꯃꯥꯟꯅꯕꯥ ꯆꯥꯡ: ꯱.,ꯑꯁꯣꯌꯕꯥ: ꯁꯣꯔꯁ ꯕꯣꯛꯁꯇꯥ ꯇꯦꯛꯁ ꯑꯃꯠꯇꯥ ꯂꯩꯇꯦ!,"ꯍꯟꯗꯣꯛꯅꯕꯒꯤꯗꯃꯛ, ꯁꯣꯔꯁ ꯕꯣꯛꯁꯇꯥ ꯇꯦꯛꯁꯠ ꯃꯊꯧ ꯇꯥꯏ ꯃꯗꯨꯅꯥ ꯇꯥꯔꯒꯦꯠ ꯕꯣꯛꯁꯇꯥ ꯂꯩꯕꯥ ꯇꯦꯛꯁꯠ ꯑꯗꯨ ꯃꯥꯟꯅꯕꯥ ꯃꯑꯣꯡꯗꯥ ꯍꯟꯗꯣꯀꯄꯥ ꯌꯥꯒꯅꯤ꯫",ꯑꯁꯣꯌꯕꯥ: ꯆꯦꯛꯔꯦꯇꯔ ꯀꯌꯥ ꯌꯥꯝꯅꯥ .,ꯅꯍꯥꯛꯅꯥ ꯍꯟꯗꯣꯛꯅꯕꯥ ꯍꯣꯠꯅꯔꯤꯕꯥ ꯇꯦꯛꯁꯀꯤ ꯂꯝꯕꯤ ꯑꯁꯤꯅꯥ ꯴꯵꯰꯰ꯒꯤ ꯀꯦꯔꯦꯛꯇꯔ ꯂꯤꯃꯤꯠꯇꯒꯤ ꯍꯦꯜꯂꯤ꯫,ꯍꯣꯔꯛꯐꯝ,ꯄꯥꯟꯗꯝ
Mizo,lus,Ṭawng thlang rawh:,Thlang,Wikipedia Article tehkhin dan hmanrua .,Khaikhin,Comparison tool tih kha thlang la:,Similarity percentage thlang rawh:,Letling,Fiah,Thumal chhiar dan: .,Similarity percentage: 1.1.,Thil dik lo: Source box-a thuziak awm lo!,"Lehlin tur chuan source box-ah text a ngai a, chutiang chuan target box-a thuziak chu a inmil thei ang.",Error: character tam lutuk .,Lehlin i tum lai hian character limit 4500 aia tam a awm.,Bultanna,Tum bik
Mongolian,mn,Хэл сонгох:,Шилэх,Wikipedia-ийн нийтлэлийг харьцуулах хэрэгсэл,Харьцуулах,Харьцуулах хэрэгслийг сонгоно уу:,Үүнтэй төстэй хувийг сонгоно уу:,Орчуулах,Саруул,Үгийн тоо:,Үүнтэй төстэй хувь:,АЛДАА: Эхний хайрцагт текст байхгүй байна!,Орчуулахын тулд текстийг эх оронд нь оруулахын тулд SCHERCE-д хэрэгтэй бөгөөд зорилтот хайрцагт текстийг тааруулж болно.,Алдаа: хэт олон тэмдэгт,Таны орчуулахыг оролдож буй текстийн урт нь 4500-ийн тэмдэгтээс давсан байна.,Язгуур,Даалгавар
Myanmar (Burmese),my,ဘာသာစကားကိုရွေးချယ်ပါ။,ရေွးထား,Wikipedia article နှင့်နှိုင်းယှဉ်ခြင်းကိရိယာ,နိှုင်းယှသ်,နှိုင်းယှဉ်ကိရိယာကိုရွေးချယ်ပါ။,ဆင်တူရာခိုင်နှုန်းကိုရွေးချယ်ပါ။,ဘာသာပြန်,ရှင်းလင်းသော,စကားလုံးအရေအတွက် -,တူညီမှုရာခိုင်နှုန်း:,ချို့ယွင်းချက် - Source Box တွင်စာသားမရှိပါ။,ဘာသာပြန်ဆိုနိုင်ရန်အတွက် tempe box တွင်စာသားကိုကိုက်ညီရန်ဘာသာပြန်ဆိုနိုင်ရန်အတွက် source box တွင်စာသားလိုအပ်သည်။,ချို့ယွင်းချက် - ဇာတ်ကောင်များလွန်းသည်,သင်ဘာသာပြန်ရန်ကြိုးစားနေသည့်စာသားအရှည်သည် 4500 ၏ဇာတ်ကောင်ကန့်သတ်ချက်ထက်ကျော်လွန်သည်။,အရင်းအမြစ်,စက်ကွင်း
Nepali,ne,भाषा छनोट गर्नुस:,चुन्नु,विकिपीडिया लेख तुलना उपकरण,तुलना गर्नु,तुलना उपकरण चयन गर्नुहोस्:,समानता प्रतिशत चयन गर्नुहोस्:,अनुवाद गर्नु,स्पष्ट,शब्द गणना:,समानता प्रतिशत:,त्रुटि: स्रोत बक्समा कुनै पाठ छैन!,अनुवाद गर्नको लागि पाठको पाठ्यक्रमको आवश्यक छ ताकि लक्ष्य बक्समा पाठ म्याचलाई मिलान गर्न सकिन्छ।,त्रुटि: धेरै वर्णहरू,पाठको लम्बाई तपाईले अनुवाद गर्न कोशिस गर्दै हुनुहुन्छ .0000 को चरित्र सीमा भन्दा बढी छ।,मुहान,लक्य
Norwegian,no,Velg språk:,Plukke ut,Wikipedia -artikkel Sammenligningsverktøy,Sammenligne,Velg sammenligningsverktøy:,Velg likhetsprosent:,Oversette,Klar,Ordtelling:,Likhetsprosent:,Feil: Ingen tekst i kildeboksen!,For å oversette er det nødvendig med tekst i kildeboksen slik at teksten i målboksen kan oversettes for å matche.,Feil: for mange tegn,Tekstens lengde du prøver å oversette overstiger karaktergrensen på 4500.,Kilde,Mål
